"","key","title","year","month","day","journal","issn","volume","issue","pages","authors","url","language","publisher","location","abstract","notes","doi","keywords","pubmed_id","pmc_id"
"59","rayyan-732627145","Acute and subchronic toxic effects of atrazine and chlorpyrifos on common carp (<i>Cyprinus carpio L</i>.): Immunotoxicity assessments",2015,8,NA,"FISH & SHELLFISH IMMUNOLOGY","[""1050-4648"", ""1095-9947     J9  - FISH SHELLFISH IMMUN     JI  - Fish Shellfish Immunol.""]",45,2,"327-333","Xing, HJ and Liu, T and Zhang, ZW and Wang, XL and Xu, SW","","English","","[""Northeast Agr Univ, Coll Vet Med, Harbin 150030, Peoples R China"", ""Anim Hlth Supervis Inst Heilongjiang Prov, Harbin 150069, Peoples R China"", ""Northeast Forestry Univ, Ctr Conservat Med & Ecol Safety, Harbin 150040, Peoples R China"", ""Northeast Forestry Univ, Coll Wildlife Resource, Harbin 150040, Peoples R China""]","Atrazine (ATR) and chlorpyrifos (CPF) are widely used pesticides in agricultural practices throughout world. It has resulted in a series of toxicological and environmental problems, such as impacts on many non-target aquatic species, including fish. The spleen and head kidney in the bony fish are the major hematopoietic organs, and play a crucial part in immune responses. This study evaluated the subchronic effects of ATR and CPF on the mRNA and protein levels of HSP60, HSP70 and HSP90 in the immune organs of common carp and compared the acute and subchronic effects of ATR and CPF on the swimming speed (SS) of common carp. The results of acute toxicity tests showed that the 96 h-LC50 of AIR and CPF for common carp was determined to be 2.142 and 0.582 mg/L, respectively. Meanwhile, acute and subacute toxicity of ATR and CPF in common carp resulted in hypoactivity. We also found that the mRNA and protein levels of HSP60, HSP70 and HSP90 genes were induced in the spleen and head kidney of common carp exposed to ATR and CPF in the subchronic toxicity test. Our results indicate that ATR and CPF are highly toxic to common carp, and hypoactivity in common carp by acute and subchronic toxicity of ATR and CPF may provide a useful tool for assessing the toxicity of triazine herbicide and organophosphorous pesticides to aquatic organisms. In addition, the results from the subchronic toxicity test exhibited that increasing concentration of AIR and CPF in the environment causes considerable stress for common carp, suggesting that AIR and CPF exposure cause immunotoxicity to common carp. (C) 2015 Elsevier Ltd. All rights reserved.","Times Cited in Web of Science Core Collection:  51     Total Times Cited:  58     Cited Reference Count:  43 | RAYYAN-INCLUSION: {""Kyle ""=>""Maybe"", ""Jack""=>""Excluded""} | RAYYAN-LABELS: unsure if measures behaviour","10.1016/j.fsi.2015.04.016     WE  - Science Citation Index Expanded (SCI-EXPANDED)","Acute toxicity;Subchronic toxicity;Pesticide;Fish;Immune organ;GENE-EXPRESSION;OXIDATIVE STRESS;EXPOSURE;WATER;BEHAVIOR;ENDOSULFAN;INDUCTION;PROTEINS;LOSSES;RUNOFF",NA,NA
"60","rayyan-732627146","Aggressive behaviour in <i>Betta splendens</i> as a bio-indicator of freshwater pollution",2007,NA,NA,"FRESENIUS ENVIRONMENTAL BULLETIN","[""1018-4619"", ""1610-2304     J9  - FRESEN ENVIRON BULL     JI  - Fresenius Environ. Bull.""]",16,2,"176-181     WE  - Science Citation Index Expanded (SCI-EXPANDED)","Alyan, S","","English","","United Arab Emirates Univ, Al Ain, U Arab Emirates","Male Betta splendens are known to be highly territorial and aggressive towards conspecifics. The influence of two metal pollutants, mercuric chloride (HgCl2) and sodium azide (NaN3) on specific aggressive behaviours of the male Betta species was investigated. The aim was to determine if aggressive behaviour can be used as a metal pollution bio-indicator. For this purpose, two males were placed in an aquarium (60 x 25 x 25 cm) that was divided into two equal compartments by a clear, perforated Plexiglas wall. The aquarium was filled with untreated water as control, and with polluted water under experimental conditions. After 24 h, one male (intruder) was placed in the other male's (resident) half of the aquarium. The behaviour of both males, particularly, air gulping rate, latency to first bite and to first opercular expansion, were recorded. The results indicate that the males under treatment conditions were less aggressive than those under control conditions. Thus, the male Betta splendens aggressive behaviour can be potentially used as a biological indicator of pollutants in freshwater.","Times Cited in Web of Science Core Collection:  7     Total Times Cited:  7     Cited Reference Count:  43 | RAYYAN-INCLUSION: {""Kyle ""=>""Maybe"", ""Jack""=>""Included""} | USER-NOTES: {""Jack""=>[""not sure if these are pesticides, I think sodium azide is""]}","","siamese fighting fish;metal pollutants;mercury;azide;SODIUM-AZIDE;FISH BEHAVIOR;TRACE-METAL;TOXICITY;EXPOSURE;CADMIUM;INDICATORS;RESPONSES;SURVIVAL;Aggression;Tocopherols",NA,NA
"61","rayyan-732627147","Male mate choice selects for female coloration in a fish",2001,11,6,"PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA","0027-8424     J9  - P NATL ACAD SCI USA     JI  - Proc. Natl. Acad. Sci. U. S. A.",98,23,"13155-13160","Amundsen, T and Forsgren, E","","English","","[""Norwegian Univ Sci & Technol, Dept Zool, N-7491 Trondheim, Norway"", ""Univ Gothenburg, Dept Marine Ecol, Kristineberg Marine Res Stn, S-45034 Fiskebackskil, Sweden""]","Although sexual selection theory has proved successful in explaining a wide array of male ornaments, the function of ornaments occurring in females is largely unknown. Traditionally, female ornaments have been considered nonfunctional, being merely a genetically correlated response to selection for male ornamentation. However, this hypothesis is only relevant to species in which the ornament is basically the same in the two sexes. Alternatively, female ornaments may be influenced by selection acting directly on the females, either through female-female competition or male choice. We tested the latter hypothesis in mate-choice experiments with two-spotted gobies (Gobiusculus flavescens). In this small marine fish, females have bright yellow-orange bellies during the breeding season, a conspicuous trait that is not present in males. We conducted two aquarium experiments to test whether males preferred to mate with more colorful females. In the first experiment, males had a choice between two females that varied in natural coloration (and belly roundness). In the second experiment, we manipulated belly coloration and kept roundness constant. Males spent more time with colorful than with drab females in both experiments and also performed far more courtship displays toward colorful females. our study provides experimental evidence that males prefer ornamented females in a fish that is not sex-role reversed, supporting the hypothesis that female ornamentation is sexually selected.","Times Cited in Web of Science Core Collection:  302     Total Times Cited:  352     Cited Reference Count:  49 | RAYYAN-INCLUSION: {""Kyle ""=>""Maybe"", ""Jack""=>""Included""}","10.1073/pnas.211439298     WE  - Science Citation Index Expanded (SCI-EXPANDED)","SEXUAL SELECTION;PARENTAL INVESTMENT;DICHROMATISM;EVOLUTION;IMMUNOCOMPETENCE;STICKLEBACKS;ASTAXANTHIN;COMPETITION;DIMORPHISM;DIRECTION;Color",NA,NA
"62","rayyan-732627148","Temporal pattern in swimming activity of two fish species (<i>Danio rerio</i> and <i>Leucaspius delineatus</i>) under chemical stress conditions",2005,7,NA,"BIOLOGICAL RHYTHM RESEARCH","[""0929-1016"", ""1744-4179     J9  - BIOL RHYTHM RES     JI  - Biol. Rhythm Res.""]",36,3,"263-276","Baganz, D and Siegmund, R and Staaks, G and Pflugmacher, S and Steinberg, CEW","","English","","[""Leibniz Inst Freshwater Ecol & Inland Fisheries, D-12587 Berlin, Germany"", ""Humboldt Univ, Inst Med Anthropol, D-10177 Berlin, Germany"", ""Humboldt Univ, Inst Biol, D-10099 Berlin, Germany""]","Circadian periodicity of swimming activity was investigated in two fish species, the zebrafish (Danio rerio) and the sunbleak (Leucaspius delineatus) under sublethal long-term exposure to the cyanobacteria toxin microcystin-LR (nominal concentrations of 0.5 mu g l(-1), 5 mu g l(-1), 15 mu g l(-1), 50 mu g l(-1)) in 15-litre tanks. Swimming activity of fish was monitored continuously by using an automated video-monitoring and object-tracing system over a period of 17 days. Influenced by long-term exposure to microcystin-LR, Leucaspius delineatus reversed their significant diurnal swimming activity and the fish became statistically significant nocturnal. Danio rerio remained diurnal active, but a significant phase shift was registered. In both Danio rerio and Leucaspius delineatus analysis of time series by cosinor regression revealed microcystin-LR induced dose-dependent alterations of the mean of oscillation, amplitude, acrophase and period length in a different extent. For Danio rerio the periodogram analysis revealed a significant circadian component of swimming activity for control as well as exposure groups, whereby the spectral amplitude clearly decreased at microcystin-LR concentrations of 15 and 50 mu g l(-1). For Leucaspius delineatus the amplitude of circadian rhythm was decreased at all exposure concentrations of MC-LR. Furthermore the dominance of circadian rhythm was clearly reduced, whereas the rate of ultradian rhythms increased at elevated MC-LR concentrations of 5 mu g l(-1), 15 mu g l(-1) and 50 mu g l(-1). The studied temporal aspects of behaviour clearly indicated stress symptoms in both fish species, therefore it proved to be a relevant method to characterise the impact of toxic substances in the environment and for biomonitoring.","Times Cited in Web of Science Core Collection:  11     Total Times Cited:  12     Cited Reference Count:  34 | RAYYAN-INCLUSION: {""Kyle ""=>""Maybe"", ""Jack""=>""Excluded""} | RAYYAN-LABELS: unsure on behaviours measured","10.1080/09291010500103112     WE  - Science Citation Index Expanded (SCI-EXPANDED)","circadian rhythm;cosinor analysis;periodogram;swimming activity;microcystin-LR;stress;fish;Danio rerio;Leucaspius delineatus;CYANOBACTERIUM MICROCYSTIS-AERUGINOSA;RAINBOW-TROUT;PEPTIDE TOXIN;BEHAVIOR;ZEBRAFISH;RHYTHMS;LR;TOXICITY;CATFISH;TIME",NA,NA
"63","rayyan-732627149","Guppy sexual behavior as an effect biomarker of estrogen mimics",1999,5,NA,"ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY","0147-6513     J9  - ECOTOX ENVIRON SAFE     JI  - Ecotox. Environ. Safe.",43,1,"68-73","Bayley, M and Nielsen, JR and Baatrup, E","","English","","Aarhus Univ, Inst Biol Sci, DK-8000 Aarhus, Denmark","There is widespread concern that some environmental chemicals can reduce the reproductive capability of humans and wildlife by mimicking natural estrogens and disrupting endocrine function. This potential threat to animal populations posed by xenoestrogens has, hardly surprisingly, been met by an intensive global effort to identify and develop biomarkers suitable for screening chemicals for estrogen mimicking capacity. Despite this effort, there are few biomarkers capable of linking exposure to xenoestrogens to impaired reproductive capability. The reproductive success of most animals depends strongly on the ability to perform the appropriate sexual behavior. The sexual display of the male guppy is strongly linked to reproductive success and is readily quantified under laboratory conditions. This preliminary study demonstrates that exposure of adult male guppies to water weakly contaminated with either natural estrogen (17 beta-estradiol) or the xenoestrogen (4-tert-octylphenol) causes a dramatic decrease in the rate and intensity of sexual display, It is concluded that quantitative analysis of the sexual display of male guppies holds great promise as a biomarker at the organismal level for the effects of estrogen mimicking xenobiotics. (C) 1999 Academic Press.","Times Cited in Web of Science Core Collection:  99     Total Times Cited:  115     Cited Reference Count:  46 | RAYYAN-INCLUSION: {""Kyle ""=>""Maybe"", ""Jack""=>""Included""} | RAYYAN-EXCLUSION-REASONS: not pesticide","10.1006/eesa.1999.1766     WE  - Science Citation Index Expanded (SCI-EXPANDED)","xenoestrogen;guppy sexual behavior;biomarker;reproduction;Poecilia reticulata;ALKYLPHENOL POLYETHOXYLATE SURFACTANTS;CHROMATOGRAPHY MASS-SPECTROMETRY;DIFFERENTIAL COURTSHIP ACTIVITY;POECILIA-RETICULATA PETERS;SEWAGE-TREATMENT;RAINBOW-TROUT;IN-VITRO;LIQUID-CHROMATOGRAPHY;NONIONIC SURFACTANTS;AQUATIC ENVIRONMENT;Biological Markers;Sexual Behavior;Estrogens",NA,NA
"64","rayyan-732627150","Effects of an endocrine disrupter on courtship and aggressive behaviour of male three-spined stickleback, <i>Gasterosteus aculeatus</i>",2001,10,NA,"ANIMAL BEHAVIOUR","[""0003-3472"", ""1095-8282     J9  - ANIM BEHAV     JI  - Anim. Behav.""]",62,NA,"775-780","Bell, AM","","English","","Univ Calif Davis, Ctr Populat Biol, Davis, CA 95616 USA","Oestrogenic endocrine-disrupting chemicals released into the environment have the potential to affect animal behaviour. This study examined the relationship between plasma levels of gonadal steroids and behaviour and the effects of exogenous hormonal perturbation on the behaviour of nesting male three-spined stickleback. Plasma gonadal steroid concentrations were related to levels of nesting and aggressive behaviours: levels of oestradiol were negatively related to courtship behaviours while levels of 11-ketotestosterone were negatively related to nesting behaviours. The behaviour of male three-spined stickleback exposed to environmentally relevant concentrations of an endocrine disrupter differed from the behaviour of control males. Control males increased their aggressive response to a live male conspecific over time, while males exposed to ethinyl oestradiol decreased their aggressive response. This study offers further evidence that low levels of endocrine-disrupting chemicals in the environment may exert subtle yet important effects on animal behaviour. (C) 2001 The Association for the Study of Animal Behaviour.","Times Cited in Web of Science Core Collection:  107     Total Times Cited:  123     Cited Reference Count:  41 | RAYYAN-INCLUSION: {""Kyle ""=>""Maybe"", ""Jack""=>""Excluded""} | RAYYAN-LABELS: not sure on chemical","10.1006/anbe.2001.1824     WE  - Science Citation Index Expanded (SCI-EXPANDED)","ESTROGENIC CHEMICALS;SEXUAL-BEHAVIOR;ANDROGENS;CONTAMINANTS;VITELLOGENIN;BIOMARKER;SIZE;Aggression",NA,NA
"65","rayyan-732627151","Impairment of the reproductive potential of male fathead minnows by environmentally relevant exposures to 4-nonylphenolf",2008,1,20,"AQUATIC TOXICOLOGY","0166-445X     J9  - AQUAT TOXICOL     JI  - Aquat. Toxicol.",86,1,"91-98","Schoenfuss, HL and Baftell, SE and Bistodeau, TB and Cediel, RA and Grove, KJ and Zintek, L and Lee, KE and Barber, LB","","English","","[""St Cloud State Univ, Dept Biol Sci, St Cloud, MN 56301 USA"", ""US EPA, Chicago, IL 60604 USA"", ""US Geol Survey, Mounds View, MN 55112 USA"", ""US Geol Survey, Boulder, CO 80303 USA""]","The synthetic organic compound 4-nonylphenol (NP) has been detected in many human-impacted surface waters in North America. In this study, we examined the ability of NP to alter reproductive competence in male fathead minnows after a 28 day flow-through exposure in a range of environmentally relevant concentrations bracketing the U.S. Environmental Protection Agency toxicity-based NP chronic exposure criterion of 6.1 mu g NP/L. Exposure to NP at and above the EPA chronic exposure criterion resulted in an induction of plasma vitellogenin (VTG) within 14 days. However, 7 days after the cessation of exposure, VTG concentrations had dropped more than 50% and few males expressed VTG above the detection threshold. All of the morphological endpoints, including gonadosomatic index, hepatosomatic index, secondary sexual characters, and histopathology, were unaltered by all NP treatments. However, when NP-exposed male fish were allowed to compete with control males for access to nest sites and females, most treatments altered the reproductive competence of exposed males. At lower NP concentrations, exposed males out-competed control males, possibly by being primed through the estrogenic NP exposure in a fashion similar to priming by pheromones released from female fathead minnows. At higher NP exposure concentrations, this priming effect was negated by the adverse effects of the exposure and control males out-competed treated males. Results of this study indicate the complexity of endocrine disrupting effects and the need for multiple analysis levels to assess the effects of these compounds on aquatic organisms. (c) 2007 Elsevier B.V. All rights reserved.","Times Cited in Web of Science Core Collection:  51     Total Times Cited:  61     Cited Reference Count:  38 | RAYYAN-INCLUSION: {""Kyle ""=>""Maybe"", ""Jack""=>""Maybe""} | RAYYAN-LABELS: need to check further","10.1016/j.aquatox.2007.10.004     WE  - Science Citation Index Expanded (SCI-EXPANDED)","nonylphenol;fathead minnow;reproduction;aquatic pollution;wastewater effluent;ALKYLPHENOL POLYETHOXYLATE SURFACTANTS;TROUT ONCORHYNCHUS-MYKISS;PIMEPHALES-PROMELAS;P-NONYLPHENOL;WASTE-WATER;VITELLOGENIN INDUCTION;CYPRINODON-VARIEGATUS;AQUATIC ENVIRONMENT;BEHAVIOR;GOLDFISH",NA,NA
"66","rayyan-732627152","Use of behavioral endpoints to determine protective concentrations of the insecticide fonofos for bluegill (Lepomis macrochirus)",1999,NA,NA,"ASTM Special Technical Publication","10403094 (ISSN)",NA,1364,"387-400","Fairchild, J.F. and Little, E.E.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033366199&partnerID=40&md5=72803ebb6259285999ade06af976f3ff","English","ASTM","U.S.Geological Survey, Columbia Environ. Research Center, Columbia, MO 65201, 4200 New Haven Road, United States","This research compared the results of laboratory and mesocosm studies to determine the effectiveness of using behavioral measures of sublethal exposure to define environmental concentration ranges that are protective of free-ranging populations of bluegill (Lepomis macrochirus) exposed to the organophophate insecticide fonofos. Thirty-day laboratory chronic studies were conducted to determine the relative sensitivity of standard (e.g. survival and growth) and non-standard behavioral (e.g. swimming capacity, feeding efficiency, and aggression) endpoints in predicting concentrations of fonofos protective of bluegill growth and survival. The lowest observable effect concentration (LOECs) for the standard measures of survival and growth was 5.6 μg/L. Two behavioral endpoints were of similar sensitivity to the standard measures: swimming capacity, LOEC of 5.6 μg/L; and prey strike frequency, LOEC of 5.6 μg/L. However, aggressive interactions were ten-fold more sensitive than swimming or feeding behavior with a LOEC occurring at 0.6 μg/L. Lab results were compared to an aquatic mesocosm study which exposed adult and juvenile bluegill to a 9.41 μg/L concentration of fonofos. The dissipation half-life of fonofos was 5 days in 0.1 hectare aquatic mesocosms. Significant mortality among caged bluegill occurred within 4 days of exposure at 9.41 μg/L. However, the 9.41 μg/L concentration of fonofos had no statistically significant effects on survival, growth, reproduction, or total biomass of free-ranging populations of bluegill. We conclude from these studies that laboratory data can accurately estimate concentrations that are lethal in the field and that the use of behavioral endpoints can provide ecologically relevant, yet conservative estimates of concentrations that are protective of field populations.","Export Date: 01 March 2024; Cited By: 0; Conference name: Proceedings of the 1998 8th Symposium on Environmental Toxicology and Risk Assessment: Standardization of Biomarkers for Endocrine Disruption and Environmental Assessment; Conference date: 20 April 1998 through 22 April 1998; Conference code: 55926; CODEN: ASTTA | RAYYAN-INCLUSION: {""Kyle ""=>""Included"", ""Jack""=>""Included""}","","Biomass;Ecology;Fisheries;Insecticides;Marine biology;Pesticide effects;Phosphates;Standards;Statistical methods;Toxicity;Aquatic mesocosms;Fonofos;Organophosphate;Marine pollution;Endpoint Determination",NA,NA
"67","rayyan-732627153","Chemobehavioral Changes Induced by Short-Term Exposures to Prochloraz, Nicosulfuron, Carbofuran in Goldfish",2003,NA,NA,"Archives of Environmental Contamination and Toxicology","00904341 (ISSN)",45,4,"515-524","Saglio, P. and Bretaud, S. and Rivot, E. and Olsén, K.H.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0142095109&doi=10.1007%2fs00244-003-2223-6&partnerID=40&md5=9f4f15c66b493031f86dc416080a27fa","English","","[""Laboratoire D'Ecologie Aquatique, INRA, UMR-EQHC, 35042 Rennes Cedex, 65 Rue de St Brieuc, France"", ""Sodertorn University College, Department of Natural Sciences, SE-14189 Huddinge, Sweden""]","The behavioral effects of short periods (2, 4, 6, 8 h) of static exposure to prochloraz (imidazole fungicide) and nicosulfuron (sulfonylurea herbicide) were recorded in goldfish (Carassius auratus). Observations were also made in an olfactometer to assess the effects of 8-h exposures to these two pesticides and to carbofuran (carbamate insecticide) on the behavioral responses to the flow of a solution of four L-amino acids (glycine, alanine, valine, taurine), mixed in the same relative proportions as in the urine of conspecifics. Each pesticide was tested at three sublethal concentrations (25, 50, 100 μg/L), and the behaviors recorded were related to swimming pattern, social interactions, and comfort movements. Static exposures to prochloraz affected horizontal displacements, burst swimming, grouping, and buccal movements. Static exposures to nicosulfuron affected burst swimming and grouping. In pesticide-unexposed fish (control), the flow of the amino acid solution induced attraction, decreased sheltering, and increased horizontal displacements, burst swimming, buccal movements, and antagonistic interactions. Compared to the controls, some of the behavioral responses to the solution of amino acids were significantly different after 8 h of subacute exposure to prochloraz and carbofuran. Both pesticides decreased attraction and increased sheltering. In addition, carbofuran decreased buccal movements and antagonistic interactions. Contrastingly, exposure to nicosulfuron showed no significant effect. This study further confirms the great vulnerability of fish behavior and chemocommunication processes to exposure to waterborne pesticides.","Export Date: 01 March 2024; Cited By: 23; Correspondence Address: P. Saglio; Laboratoire D'Ecologie Aquatique, INRA, UMR-EQHC, 35042 Rennes Cedex, 65 Rue de St Brieuc, France; email: saglio@roazhon.inra.fr; CODEN: AECTC | RAYYAN-INCLUSION: {""Kyle ""=>""Included"", ""Jack""=>""Included""}","10.1007/s00244-003-2223-6","Animal Communication;Animals;Carbofuran;Environmental Exposure;Fungicides, Industrial;Goldfish;Herbicides;Imidazoles;Insecticides;Pyridines;Smell;Social Behavior;Sulfonylurea Compounds;Swimming;Animalia;Carassius auratus;alanine;carbamate insecticide;carbofuran;fungicide;glycine;imidazole;nicosulfuron;prochloraz;sulfonylurea derivative;taurine;unclassified drug;valine;amino acid;behavioral response;herbicide;pollution exposure;animal experiment;article;behavior;cheek;concentration (parameters);controlled study;environmental exposure;goldfish;nonhuman;priority journal;social interaction;swimming;water contamination",NA,NA
"68","rayyan-732627154","DDT induced ethological changes in estuarine fish",1979,NA,NA,"Environmental Biology of Fishes","15735133 (ISSN)",4,1,"83-88","Lingaraja, T. and Sasi Bhushana Rao, P. and Venugopalan, V.K.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0342833928&doi=10.1007%2fBF00005932&partnerID=40&md5=63f79826107cdb111b982ef3d915c26c","English","Kluwer Academic Publishers","Centre of Advanced Study and Research in Marine Biology, Annamalai University, Porto Novo, 608 502, Cape Verde","Experiments were carried out to study the feeding rates of the predator fish Therapon jarbua (Forsk) on mullet juveniles, before and after treatment with DDT. Mullet juveniles treated with a subacute concentration, were refused by the control predators, whereas predators treated with a subacute concentration consumed more mullet juveniles. In the present study crescent perch T. jarbua were exposed to subacute and acute concentrations of DDT, and their behaviour was compared with that of the control predators. There were changes in oriented behaviour and co-ordinated movements, and in feeding, aggression and comfort behaviour of the fish. Inflammation in the gills, and caudal fin serration, were noticed in treated fishes. The findings presented here throw light on fundamental pathways by which pollutants interact with the behaviour of fishes. © 1979 Dr. W. Junk b.v. Publishers.","Export Date: 01 March 2024; Cited By: 10; CODEN: EBFID | RAYYAN-INCLUSION: {""Kyle ""=>""Included"", ""Jack""=>""Included""}","10.1007/BF00005932","Acute and subacute toxicity;Behaviour;Morphological toxicosis;Mullet juveniles;Teleost;Therapon jarbua;DDT",NA,NA
"69","rayyan-732627155","Schooling behavior of Menidia medidia in the presence of the insecticide Sevin (Carbaryl)",1974,NA,NA,"Marine Biology","14321793 (ISSN)",28,4,"261-263","Weis, P. and Weis, J.S.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0006401549&doi=10.1007%2fBF00388493&partnerID=40&md5=b32f7fa92ed7b596bc6034fc0c1550aa","English","Springer-Verlag","[""Department of anatomy, College of Medicine and Dentistry of New Jersey, Newark, New Jersey, United States"", ""Department of Zoology and Physiology, Rutgers University, Newark, New Jersey, United States"", ""New York Ocean Science Laboratory, Montauk, New York, United States""]","A single application of 100 parts per billion Sevin in seawater caused disruption of schooling behavior of Menidia menidia in an artificial setting. Although the change, primarily a spreading out of the school over a larger area, was observed after 24 h exposure, placing the fish in clean water did not bring about a return of normal schooling patterns until 72 h. This is attributed to the accumulation of 1-naphthol, a toxic product of hydrolysis of Sevin. The adaptive significance of changes in schooling behavior is discussed. © 1974 Springer-Verlag.","Export Date: 01 March 2024; Cited By: 23; CODEN: MBIOA | RAYYAN-INCLUSION: {""Kyle ""=>""Included"", ""Jack""=>""Included""}","10.1007/BF00388493","Insecticides",NA,NA
"70","rayyan-732627156","Long-term exposure to aryl hydrocarbon receptor agonist neburon induces reproductive toxicity in male zebrafish ( Danio rerio )",2024,8,NA,"JOURNAL OF ENVIRONMENTAL SCIENCES","[""1001-0742"", ""1878-7320     J9  - J ENVIRON SCI     JI  - J. Environ. Sci.""]",142,NA,"193-203","Zhang, FC and Tang, C and Zhu, Y and Wang, Q and Huang, X and Yang, CY and He, CY and Zuo, ZH","","English","","Xiamen Univ, Sch Life Sci, Minist Educ Coastal & Wetland Ecosyst, Key Lab, Xiamen 361102, Peoples R China","Neburon is a phenylurea herbicide that is widely used worldwide, but its toxicity is poorly studied. In our previous study, we found that neburon has strong aryl hydrocarbon receptor (AhR) agonist activity, but whether it causes reproductive toxicity is not clear. In the present study, zebrafish were conducted as a model organism to evaluate whether environmental concentrations of neburon (0.1, 1 and 10 pg/L) induce reproductive disorder in males. After exposure to neburon for 150 days from embryo to adult, that the average spawning egg number in high concentration group was 106.40, which was significantly lower than 193.00 in control group. This result was mainly due to the abnormal male reproductive behavior caused by abnormal transcription of genes associated with reproductive behavior in the brain, such as secretogranin-2a. The proportions of spermatozoa in the medium and high concentration groups were 82.40% and 83.84%, respectively, which were significantly lower than 89.45% in control group. This result was mainly caused by hormonal disturbances and an increased proportion of apoptotic cells. The hormonal disruption was due to the significant changes in the transcription levels of key genes in the hypothalamus-pituitary-gonadal axis following neburon treatment. Neburon treatment also significantly activated the AhR signaling pathway, causing oxidative stress damage and eventually leading to a significant increase in apoptosis in the exposed group. Together, these data filled the currently more vacant profile of neburon toxicity and might provide information to assess the ecotoxicity of neburon on male reproduction at environmentally relevant concentrations. (c) 2024 The Research Center for Eco-Environmental Sciences, Chinese Academy of Sciences. Published by Elsevier B.V.","Times Cited in Web of Science Core Collection:  0     Total Times Cited:  0     Cited Reference Count:  56 | RAYYAN-INCLUSION: {""Marcus""=>""Maybe"", ""Kyle ""=>""Maybe""} | RAYYAN-LABELS: seems like embyo,unsure on life stage of exposure | USER-NOTES: {""Marcus""=>[""Abstract states that reproductive behaviours were tested, but unclear what these were (if behaviour of fish was tested at all)""]}","10.1016/j.jes.2023.06.032     WE  - Science Citation Index Expanded (SCI-EXPANDED)","Zebrafish;Neburon;Male reproductive toxicity;HPG axis;AhR agonist;ADULT ZEBRAFISH;CYTOCHROME-P450 1A;SOCIAL-BEHAVIOR;NADPH OXIDASES;HPG AXIS;HORMONE;SPERMATOGENESIS;CONSEQUENCES;PERFORMANCE;IMPAIRMENT;Receptors, Aryl Hydrocarbon",NA,NA
